"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Belize","2011","All genders","Not applicable","Percent","65.40976"
"Belize","2011","Male","Not applicable","Percent","63.18808"
"Belize","2010","Male","Not applicable","Percent","61.11544"
"Belize","2010","All genders","Not applicable","Percent","63.68799"
"Belize","2010","Female","Not applicable","Percent","66.27762"
"Belize","2009","Female","Not applicable","Percent","66.30835"
"Belize","2009","Male","Not applicable","Percent","61.21105"
"Belize","2009","All genders","Not applicable","Percent","63.74815"
"Belize","2008","All genders","Not applicable","Percent","63.41598"
"Belize","2008","Male","Not applicable","Percent","60.79782"
"Belize","2008","Female","Not applicable","Percent","66.06365"
"Belize","2007","Female","Not applicable","Percent","66.47082"
"Belize","2007","Male","Not applicable","Percent","61.98713"
"Belize","2007","All genders","Not applicable","Percent","64.21417"
"Belize","2006","All genders","Not applicable","Percent","64.77684"
"Belize","2006","Male","Not applicable","Percent","62.62463"
"Belize","2006","Female","Not applicable","Percent","66.96314"
"Belize","2005","Female","Not applicable","Percent","66.35993"
"Belize","2005","Male","Not applicable","Percent","63.76352"
"Belize","2005","All genders","Not applicable","Percent","65.05073"
"Belize","2003","All genders","Not applicable","Percent","68.07894"
"Belize","2003","Male","Not applicable","Percent","66.83269"
"Belize","2003","Female","Not applicable","Percent","69.34685"
"Belize","2001","Female","Not applicable","Percent","61.8917"
"Belize","2001","Male","Not applicable","Percent","58.44432"
"Belize","2001","All genders","Not applicable","Percent","60.15394"
"Belize","2000","All genders","Not applicable","Percent","58.58054"
"Belize","2000","Female","Not applicable","Percent","60.15348"
"Belize","2000","Male","Not applicable","Percent","57.03515"
"Belize","1999","Male","Not applicable","Percent","53.39396"
"Belize","1999","Female","Not applicable","Percent","57.16847"
"Belize","1999","All genders","Not applicable","Percent","55.26378"
"Benin","2013","Male","Not applicable","Percent","49.91419"
"Benin","2013","All genders","Not applicable","Percent","42.03142"
"Benin","2013","Female","Not applicable","Percent","34.12129"
"Benin","2001","Female","Not applicable","Percent","12.01869"
"Benin","2001","All genders","Not applicable","Percent","18.64569"
"Benin","2001","Male","Not applicable","Percent","25.36258"
"Benin","2000","Male","Not applicable","Percent","23.74975"
"Benin","2000","All genders","Not applicable","Percent","17.25822"
"Benin","2000","Female","Not applicable","Percent","10.87175"
"Bermuda","2011","Female","Not applicable","Percent","78.60769"
"Bermuda","2011","Male","Not applicable","Percent","67.94511"
"Bermuda","2011","All genders","Not applicable","Percent","73.19643"
"Bermuda","2010","All genders","Not applicable","Percent","59.2124"
"Bermuda","2010","Male","Not applicable","Percent","61.57359"
"Bermuda","2010","Female","Not applicable","Percent","56.78119"
"Bermuda","1978","Female","Not applicable","Percent","67.49644"
"Bermuda","1978","Male","Not applicable","Percent","62.32804"
"Bermuda","1978","All genders","Not applicable","Percent","64.90172"
"Bhutan","2014","Male","Not applicable","Percent","58.88553"
"Bhutan","2014","Female","Not applicable","Percent","66.9013"
"Bhutan","2014","All genders","Not applicable","Percent","62.83831"
"Bhutan","2013","All genders","Not applicable","Percent","59.41894"
"Bhutan","2013","Female","Not applicable","Percent","63.56427"
"Bhutan","2013","Male","Not applicable","Percent","55.39146"
"Bhutan","2012","Male","Not applicable","Percent","52.6421"
"Bhutan","2012","Female","Not applicable","Percent","60.57666"
"Bhutan","2012","All genders","Not applicable","Percent","56.55222"
"Bhutan","2011","All genders","Not applicable","Percent","53.35622"
"Bhutan","2011","Female","Not applicable","Percent","56.94501"
"Bhutan","2011","Male","Not applicable","Percent","49.86119"
"Bhutan","2010","Male","Not applicable","Percent","49.68725"
"Bhutan","2010","Female","Not applicable","Percent","54.51409"
"Bhutan","2010","All genders","Not applicable","Percent","52.07523"
"Bhutan","2009","All genders","Not applicable","Percent","47.51483"
"Bhutan","2009","Female","Not applicable","Percent","49.31313"
"Bhutan","2009","Male","Not applicable","Percent","45.75564"
"Bhutan","2008","Male","Not applicable","Percent","45.13257"
"Bhutan","2008","Female","Not applicable","Percent","45.8221"
"Bhutan","2008","All genders","Not applicable","Percent","45.47366"
"Bhutan","2006","Female","Not applicable","Percent","38.34245"
"Bhutan","2006","All genders","Not applicable","Percent","37.78171"
"Bhutan","2006","Male","Not applicable","Percent","37.22332"
"Bhutan","2005","Male","Not applicable","Percent","34.49334"
"Bhutan","2005","All genders","Not applicable","Percent","34.75417"
"Bhutan","2005","Female","Not applicable","Percent","35.01341"
"Bhutan","2001","Female","Not applicable","Percent","23.88091"
"Bhutan","2001","All genders","Not applicable","Percent","24.26635"
"Bhutan","2001","Male","Not applicable","Percent","24.63745"
"Bhutan","2000","All genders","Not applicable","Percent","22.38228"
"Bhutan","2000","Female","Not applicable","Percent","21.53603"
"Bhutan","2000","Male","Not applicable","Percent","23.21382"
"Bhutan","1999","Male","Not applicable","Percent","20.99503"
"Bhutan","1999","Female","Not applicable","Percent","19.15822"
"Bhutan","1999","All genders","Not applicable","Percent","20.08123"
"Bhutan","1998","All genders","Not applicable","Percent","18.29908"
"Bhutan","1998","Female","Not applicable","Percent","17.33988"
"Bhutan","1998","Male","Not applicable","Percent","19.25082"
"Bolivia","2013","Male","Not applicable","Percent","75.22732"
"Bolivia","2013","All genders","Not applicable","Percent","75.72735"
"Bolivia","2013","Female","Not applicable","Percent","76.24278"
"Bolivia","2012","Female","Not applicable","Percent","74.57645"
"Bolivia","2012","All genders","Not applicable","Percent","74.00697"
"Bolivia","2012","Male","Not applicable","Percent","73.45422"
"Bolivia","2011","Male","Not applicable","Percent","72.42217"
"Bolivia","2011","All genders","Not applicable","Percent","72.79428"
"Bolivia","2011","Female","Not applicable","Percent","73.17755"
"Bolivia","2010","Female","Not applicable","Percent","73.39583"
"Bolivia","2010","All genders","Not applicable","Percent","73.1991"
"Bolivia","2010","Male","Not applicable","Percent","73.00809"
"Bolivia","2009","Male","Not applicable","Percent","73.20628"
"Bolivia","2009","All genders","Not applicable","Percent","73.28939"
"Bolivia","2009","Female","Not applicable","Percent","73.37492"
"Bolivia","2008","All genders","Not applicable","Percent","72.57954"
"Bolivia","2008","Female","Not applicable","Percent","72.36315"
"Bolivia","2008","Male","Not applicable","Percent","72.79"
"Bolivia","2007","Male","Not applicable","Percent","74.13845"
"Bolivia","2007","Female","Not applicable","Percent","72.90645"
"Bolivia","2007","All genders","Not applicable","Percent","73.5308"
"Bolivia","2006","Female","Not applicable","Percent","72.99265"
"Bolivia","2006","Male","Not applicable","Percent","75.46599"
"Bolivia","2006","All genders","Not applicable","Percent","74.24569"
"Bolivia","2003","All genders","Not applicable","Percent","75.00589"
"Bolivia","2002","All genders","Not applicable","Percent","71.49814"
"Bolivia","2001","All genders","Not applicable","Percent","67.02817"
"Botswana","2013","All genders","Not applicable","Percent","62.83315"
"Botswana","2013","Male","Not applicable","Percent","59.08668"
"Botswana","2013","Female","Not applicable","Percent","66.63459"
"Botswana","2003","Female","Not applicable","Percent","59.37177"
"Botswana","2003","Male","Not applicable","Percent","51.67248"
"Botswana","2003","All genders","Not applicable","Percent","55.50235"
"Botswana","2002","All genders","Not applicable","Percent","53.91738"
"Botswana","2002","Male","Not applicable","Percent","50.13325"
"Botswana","2002","Female","Not applicable","Percent","57.73925"
"Botswana","2000","Female","Not applicable","Percent","57.46491"
"Botswana","2000","Male","Not applicable","Percent","49.79281"
"Botswana","2000","All genders","Not applicable","Percent","53.61185"
"Botswana","1999","All genders","Not applicable","Percent","53.03551"
"Botswana","1999","Male","Not applicable","Percent","49.00082"
"Botswana","1999","Female","Not applicable","Percent","57.10542"
"Botswana","1998","Female","Not applicable","Percent","61.81544"
"Botswana","1998","Male","Not applicable","Percent","54.32045"
"Botswana","1998","All genders","Not applicable","Percent","58.05208"
"Botswana","1995","All genders","Not applicable","Percent","40.37872"
"Botswana","1995","Male","Not applicable","Percent","36.49396"
"Botswana","1995","Female","Not applicable","Percent","44.29034"
"Botswana","1994","Female","Not applicable","Percent","43.26787"
"Botswana","1994","Male","Not applicable","Percent","38.05952"
"Botswana","1994","All genders","Not applicable","Percent","40.65611"
"Botswana","1993","All genders","Not applicable","Percent","41.60386"
"Botswana","1993","Male","Not applicable","Percent","38.43169"
"Botswana","1993","Female","Not applicable","Percent","44.79323"
"Botswana","1992","Female","Not applicable","Percent","41.83882"
"Botswana","1992","Male","Not applicable","Percent","35.36707"
"Botswana","1992","All genders","Not applicable","Percent","38.59466"
"Botswana","1991","All genders","Not applicable","Percent","38.6147"
"Botswana","1991","Male","Not applicable","Percent","34.76037"
"Botswana","1991","Female","Not applicable","Percent","42.48774"
"Botswana","1990","Female","Not applicable","Percent","33.94977"
"Botswana","1990","Male","Not applicable","Percent","28.48333"
"Botswana","1990","All genders","Not applicable","Percent","31.21045"
"Botswana","1989","All genders","Not applicable","Percent","28.13229"
"Botswana","1989","Male","Not applicable","Percent","26.13661"
"Botswana","1989","Female","Not applicable","Percent","30.13603"
"Botswana","1986","Female","Not applicable","Percent","25.0782"
"Botswana","1986","Male","Not applicable","Percent","21.40694"
"Botswana","1986","All genders","Not applicable","Percent","23.23965"
"Botswana","1985","All genders","Not applicable","Percent","21.82497"
"Botswana","1985","Female","Not applicable","Percent","23.79145"
"Botswana","1985","Male","Not applicable","Percent","19.86476"
"Botswana","1984","Male","Not applicable","Percent","17.15748"
"Botswana","1984","Female","Not applicable","Percent","20.88584"
"Botswana","1984","All genders","Not applicable","Percent","19.019"
"Botswana","1981","All genders","Not applicable","Percent","15.3452"
"Botswana","1981","Female","Not applicable","Percent","17.48492"
"Botswana","1981","Male","Not applicable","Percent","13.21061"
"Botswana","1980","Male","Not applicable","Percent","11.79962"
"Botswana","1980","Female","Not applicable","Percent","16.58307"
"Botswana","1980","All genders","Not applicable","Percent","14.18821"
"Botswana","1979","Female","Not applicable","Percent","14.91364"
"Botswana","1979","Male","Not applicable","Percent","9.88652"
"Botswana","1979","All genders","Not applicable","Percent","12.39706"
"Botswana","1978","All genders","Not applicable","Percent","12.32797"
"Botswana","1978","Male","Not applicable","Percent","10.11654"
"Botswana","1978","Female","Not applicable","Percent","14.54355"
"Botswana","1977","Female","Not applicable","Percent","14.53564"
"Botswana","1977","Male","Not applicable","Percent","10.22638"
"Botswana","1977","All genders","Not applicable","Percent","12.37976"
"Botswana","1976","All genders","Not applicable","Percent","11.42015"
"Botswana","1976","Male","Not applicable","Percent","9.59399"
"Botswana","1976","Female","Not applicable","Percent","13.24708"
"Botswana","1975","Female","Not applicable","Percent","11.57927"
"Botswana","1975","Male","Not applicable","Percent","8.78919"
"Botswana","1975","All genders","Not applicable","Percent","10.18449"
"Brazil","2013","Male","Not applicable","Percent","79.33346"
"Brazil","2013","Female","Not applicable","Percent","84.57364"
"Brazil","2013","All genders","Not applicable","Percent","81.88464"
"Brazil","2012","Female","Not applicable","Percent","81.49583"
"Brazil","2012","Male","Not applicable","Percent","75.66232"
"Brazil","2012","All genders","Not applicable","Percent","78.5286"
